100	0.941485
150	0.918178
200	0.897872
250	0.879894
300	0.863777
400	0.835846
500	0.812235
600	0.791822
700	0.77387
800	0.757869
900	0.743454
1000	0.730352
1100	0.718356
1200	0.707301
1300	0.697058
1400	0.687524
1500	0.678611
1600	0.670248
1700	0.662375
1800	0.654943
1900	0.647906
2000	0.641228
